Observed Value of ChemAHNet,Predicted Value of ChemAHNet,Observed Value of ChemAHNet-No MoIM,Predicted Value of ChemAHNet-No MoIM,Observed Value of ChemAHNet-No RCIM,Predicted Value of ChemAHNet-No RCIM,Observed Value of ChemAHNet-No MIM,Predicted Value of ChemAHNet-No MIM
-1.3,-0.59719896,-1.3,-1.0535688,-1.3,-1.3648317,-1.3,0.036355972
-2.0600002,-2.6604245,-2.0600002,-2.3611145,-2.0600002,-2.9525056,-2.0600002,-0.28320885
-1.74,-0.992887,-1.74,-1.4731758,-1.74,-1.5728819,-1.74,-1.141928
-1.5,-1.9056404,-1.5,-2.127805,-1.5,-1.6977913,-1.5,-1.3823912
-3.08,-1.2973936,-3.08,-1.7736928,-3.08,-1.3373234,-3.08,0.32728767
-2.31,-2.583197,-2.31,-3.0624993,-2.31,-2.6401577,-2.31,-1.0385191
-1.1500001,-1.0721083,-1.1500001,-0.66164374,-1.1500001,0.25492287,-1.1500001,0.8213978
-0.9200001,-1.0951054,-0.9200001,-0.68711257,-0.9200001,-0.6927998,-0.9200001,-0.38023186
1.2400002,1.0992818,1.2400002,1.1608973,1.2400002,0.3122697,1.2400002,1.8784885
-2.3,-2.017222,-2.3,-1.4661741,-2.3,-2.474739,-2.3,-1.2679961
-1.3299999,-1.1592088,-1.3299999,-0.953974,-1.3299999,-0.5899911,-1.3299999,0.2776432
2.56,1.8591228,2.56,2.1397662,2.56,2.3833609,2.56,1.5662022
-1.6299999,-0.79580903,-1.6299999,-1.372035,-1.6299999,-1.5995209,-1.6299999,-1.347647
0.8800001,0.7964077,0.8800001,0.9860616,0.8800001,1.1022811,0.8800001,0.7684574
0.05000019,-0.108989716,0.05000019,-0.22178364,0.05000019,-0.08862543,0.05000019,-0.040136337
0.94000006,1.6232352,0.94000006,-0.1833973,0.94000006,1.2426853,0.94000006,-0.7339232
2.06,1.2716522,2.06,1.7883158,2.06,0.55520344,2.06,1.0415363
1.3699999,0.7396269,1.3699999,0.32481766,1.3699999,1.2505722,1.3699999,0.013422012
-4.5,-1.5502763,-4.5,-1.3438196,-4.5,-0.005012989,-4.5,0.109277725
-3.13,-1.786535,-3.13,-2.2892337,-3.13,-2.5973067,-3.13,0.41414833
-2.1699998,-1.908632,-2.1699998,-1.7031763,-2.1699998,-2.0460389,-2.1699998,-2.0477507
-2.1699998,-0.34346104,-2.1699998,-0.19584513,-2.1699998,-1.0364537,-2.1699998,0.1480732
-1.53,2.4094357,-1.53,3.6069002,-1.53,2.5877557,-1.53,1.1557255
0,-0.91549134,0,0.35955906,0,-0.25597858,0,-0.44553185
2.48,1.7046413,2.48,1.4603014,2.48,2.172442,2.48,0.6892185
1.7399998,1.3940344,1.7399998,-0.009725571,1.7399998,2.1103654,1.7399998,1.462244
0.47000027,0.7945509,0.47000027,0.4303627,0.47000027,0.5008292,0.47000027,0.14841652
0.3699999,0.982708,0.3699999,2.0534105,0.3699999,1.5687289,0.3699999,0.73721504
-0.01999998,-1.4192054,-0.01999998,-1.0110817,-0.01999998,0.3255415,-0.01999998,-0.5361006
2.7200003,2.470396,2.7200003,2.803124,2.7200003,2.1172905,2.7200003,0.8244877
0.119999886,-0.16791153,0.119999886,0.27714586,0.119999886,-1.03209,0.119999886,0.6786442
-2.15,-2.0388873,-2.15,-1.7631905,-2.15,-1.0314326,-2.15,-0.008962631
-2.72,-2.390736,-2.72,-2.4477804,-2.72,-3.0572412,-2.72,0.8093815
2.9,2.426406,2.9,3.1281257,2.9,2.9764605,2.9,0.24990273
3.13,0.81311893,3.13,1.8606682,3.13,2.0236688,3.13,0.51872444
1.3299999,0.70642614,1.3299999,0.30155087,1.3299999,-1.0735152,1.3299999,0.5079441
2.06,1.5227318,2.06,1.9985251,2.06,1.9295931,2.06,0.38201332
-2.33,-1.3001378,-2.33,-1.5564551,-2.33,-2.3890202,-2.33,-1.3372099
-1.81,0.29062748,-1.81,2.0508046,-1.81,2.3468528,-1.81,0.6830387
2.7200003,3.1814895,2.7200003,4.1528673,2.7200003,3.3039107,2.7200003,0.7131138
0.23999977,1.1139097,0.23999977,0.98558855,0.23999977,1.2469015,0.23999977,1.4174747
-0.1500001,-0.898515,-0.1500001,-2.0363798,-0.1500001,0.04324007,-0.1500001,-0.05709648
0.4500003,0.7595482,0.4500003,0.3064227,0.4500003,0.18377304,0.4500003,0.05365944
-2.0600002,-1.3326666,-2.0600002,-1.6953185,-2.0600002,-2.2695053,-2.0600002,0.46969795
0,-0.1501441,0,-0.10614014,0,-0.23827648,0,0.22339821
1.8800001,1.1895771,1.8800001,1.1204066,1.8800001,-1.6491313,1.8800001,0.30524635
0.7199998,1.5534797,0.7199998,1.6019125,0.7199998,1.234364,0.7199998,0.09513283
-2.72,-2.3849263,-2.72,-2.591621,-2.72,-2.5562067,-2.72,-1.6544402
0,-0.16285038,0,-0.35788345,0,-1.3222518,0,-0.16428185
-1.19,-1.2586718,-1.19,-1.330498,-1.19,-1.7096341,-1.19,0.48487282
1.4899998,0.97585106,1.4899998,0.47295666,1.4899998,0.25147724,1.4899998,-0.5165999
1.3299999,-0.73594713,1.3299999,-0.7093077,1.3299999,-0.13440943,1.3299999,-0.33621788
0.46000004,-0.40031385,0.46000004,-0.7234676,0.46000004,0.3574934,0.46000004,0.74511147
0.7000003,-0.5194552,0.7000003,-0.08208561,0.7000003,-0.57996726,0.7000003,-0.98969865
-1.24,-1.315244,-1.24,-0.96468925,-1.24,-1.5364704,-1.24,0.07013893
-0.9200001,-1.3814983,-0.9200001,-1.1650021,-0.9200001,-1.8476799,-0.9200001,-0.6697905
-2.48,-0.8683355,-2.48,-1.938679,-2.48,-1.2900441,-2.48,-0.57228684
-3.1999998,-1.9020743,-3.1999998,-2.293522,-3.1999998,-0.7140565,-3.1999998,-0.72897935
-2.48,-2.287269,-2.48,-2.4589083,-2.48,-2.3033524,-2.48,-3.343588
-3.1999998,-2.4664078,-3.1999998,-2.9643807,-3.1999998,-2.3530865,-3.1999998,-0.503073
0.73,0.64806986,0.73,1.2485776,0.73,1.0271878,0.73,0.93208504
1.6799998,0.6881838,1.6799998,0.7887144,1.6799998,0.78295755,1.6799998,0.4432621
-2.72,-2.215298,-2.72,-2.362227,-2.72,-2.533265,-2.72,0.608881
0.17000008,-1.3632572,0.17000008,-0.9873102,0.17000008,0.3758211,0.17000008,0.32282448
1.3699999,2.2424545,1.3699999,1.6486688,1.3699999,1.8182502,1.3699999,0.007928848
1.1999998,0.7061901,1.1999998,1.6409197,1.1999998,0.45247698,1.1999998,0.32701302
-3.13,1.2455716,-3.13,2.3078103,-3.13,0.7114172,-3.13,0.80539894
-0.9599998,-0.99839044,-0.9599998,-1.355561,-0.9599998,-0.77904487,-0.9599998,-0.20767784
-1.1800001,-0.7815175,-1.1800001,-0.1899538,-1.1800001,-0.78972435,-1.1800001,-0.55985856
-2.72,-2.6756704,-2.72,-2.38631,-2.72,-2.333159,-2.72,-1.0599425
-1.78,-0.41918468,-1.78,-0.5819671,-1.78,-0.38031387,-1.78,-1.6784728
